t,tc_l2_E,tc_l2_I,tc_ma_E,tc_ma_I,cos_E,cos_I
175,0.00012268743012100458,6.299001688603312e-05,6.981253136473242e-06,7.187002665887121e-06,0.0019445247016847134,-0.016810040920972824
176,0.00012350472388789058,6.373856740538031e-05,7.025463673926424e-06,7.280835689016385e-06,0.001474719843827188,-0.015340525656938553
177,0.00012385437730699778,6.415030657080933e-05,7.0437431531900074e-06,7.321435987250879e-06,0.0029152792412787676,-0.01514399889856577
178,0.00012373689969535917,6.407484761439264e-05,7.033245765342144e-06,7.310947239602683e-06,0.002857430372387171,-0.014349149540066719
179,0.0001226463500643149,6.348772149067372e-05,6.973445124458522e-06,7.23344828656991e-06,0.003389798104763031,-0.01368311420083046
180,0.00012007173791062087,6.220266368472949e-05,6.8263220782682765e-06,7.082902357069543e-06,0.003609520848840475,-0.012274572625756264
181,0.00011504961730679497,5.948965554125607e-05,6.540321919601411e-06,6.7686414695344865e-06,0.0038693812675774097,-0.009417152032256126
182,0.00011327301763230935,5.834559124195948e-05,6.439433491323143e-06,6.639012099185493e-06,0.004488249775022268,-0.008083639666438103
183,0.00011452584294602275,5.884917118237354e-05,6.510584171337541e-06,6.714793016726617e-06,0.0024006711319088936,-0.005316904745995998
184,0.00011673544213408604,6.0138205299153924e-05,6.641194431722397e-06,6.864936949568801e-06,0.0022746468894183636,-0.010155086405575275
185,0.00011896766227437183,6.12172152614221e-05,6.768407729396131e-06,6.979586032684892e-06,0.0020214372780174017,-0.014125695452094078
186,0.00012357249215710908,6.347912130877376e-05,7.027556875982555e-06,7.235362772917142e-06,0.0021665021777153015,-0.016890162602066994
187,0.00012329602031968534,6.323571142274886e-05,7.010647550487192e-06,7.212709988380084e-06,0.0038257644046097994,-0.02257201261818409
188,0.0001233920775121078,6.336859951261431e-05,7.01787439538748e-06,7.22339382264181e-06,0.00441000796854496,-0.018839437514543533
189,0.00012206507381051779,6.25692046014592e-05,6.939543254702585e-06,7.129197456379188e-06,0.005543162580579519,-0.022461388260126114
190,0.0001181886182166636,6.043348912498914e-05,6.718410077155568e-06,6.874475275253644e-06,0.006346563808619976,-0.020814256742596626
191,0.00011507155431900173,5.8702120441012084e-05,6.542925348185236e-06,6.674038104392821e-06,0.00611341604962945,-0.01832512766122818
192,0.00011609742796281353,5.9356552810641006e-05,6.595440936507657e-06,6.755590675311396e-06,0.0057026357389986515,-0.016777101904153824
193,0.00011693680426105857,5.990789577481337e-05,6.639883395109791e-06,6.828754976595519e-06,0.0038600871339440346,-0.012223889119923115
194,0.00011743073991965503,6.0117803514003754e-05,6.666879471595166e-06,6.853855211375048e-06,0.004484562668949366,-0.01250151265412569
195,0.00011944620928261429,6.106551154516637e-05,6.780690910090925e-06,6.960192422411637e-06,0.00385064585134387,-0.013895109295845032
196,0.00011724842624971643,5.996802792651579e-05,6.658700840489473e-06,6.829231097071897e-06,0.0051895626820623875,-0.020137831568717957
197,0.00011667426588246599,5.967023389530368e-05,6.6286038418184035e-06,6.796353773097508e-06,0.005775433965027332,-0.01904042810201645
198,0.00011998810805380344,6.140201730886474e-05,6.82241488902946e-06,6.9957191044522915e-06,0.003735771169885993,-0.01584399864077568
199,0.0001208659668918699,6.175071757752448e-05,6.875691269669915e-06,7.039115644147387e-06,0.002872547833248973,-0.014519880525767803
200,0.00011844982509501278,6.062200918677263e-05,6.735087481501978e-06,6.917260179761797e-06,0.00435631675645709,-0.016991879791021347
201,0.00012052461534040049,6.182015204103664e-05,6.8501112764352e-06,7.051656211842783e-06,0.004088649991899729,-0.013464427553117275
202,0.00011896937940036878,6.082237814553082e-05,6.760063570254715e-06,6.929781648068456e-06,0.002916325582191348,-0.01336108148097992
203,0.00011803616507677361,6.037994535290636e-05,6.704927272949135e-06,6.877336545585422e-06,0.005970716010779142,-0.017551928758621216
204,0.00011931289918720722,6.111319089541212e-05,6.77431671647355e-06,6.966745331737911e-06,0.00520190317183733,-0.016275348141789436
205,0.00012046553456457332,6.162914360174909e-05,6.833449788246071e-06,7.019049462542171e-06,0.005034103989601135,-0.01901913620531559
206,0.00012038379645673558,6.169528933241963e-05,6.832492090325104e-06,7.02447141520679e-06,0.00415748031809926,-0.01775226555764675
207,0.00012070263619534671,6.205085082910955e-05,6.851970738352975e-06,7.0630167101626284e-06,0.003249467583373189,-0.013914787210524082
208,0.0001215326992678456,6.254561594687402e-05,6.897461389598902e-06,7.109264515747782e-06,0.004153140354901552,-0.01728668622672558
209,0.000119369724416174,6.150365516077727e-05,6.7757669057755265e-06,6.998259323154343e-06,0.003927938640117645,-0.015383298508822918
210,0.00011824014654848725,6.1008719058008865e-05,6.713048605888616e-06,6.942851086932933e-06,0.004013352561742067,-0.01564665697515011
211,0.00011903718404937536,6.14296441199258e-05,6.764418685634155e-06,6.985955224081408e-06,0.004081370308995247,-0.018491314724087715
212,0.00011883571278303862,6.131138070486486e-05,6.757774372090353e-06,6.9878205977147445e-06,0.0031085710506886244,-0.017031747847795486
213,0.0001176604928332381,6.0309528635116294e-05,6.687367203994654e-06,6.880575710965786e-06,0.003654743544757366,-0.016417765989899635
214,0.00011456220090622082,5.859529846929945e-05,6.509129889309406e-06,6.694834610243561e-06,0.005733918398618698,-0.019702419638633728
215,0.00011478719534352422,5.874559428775683e-05,6.520414444821654e-06,6.7127116381016094e-06,0.006130123510956764,-0.021435581147670746
216,0.0001199330436065793,6.141906487755477e-05,6.814007974753622e-06,7.018444648565492e-06,0.005734489765018225,-0.02464413270354271
217,0.00011903050472028553,6.0610207583522424e-05,6.761721579096047e-06,6.915667654538993e-06,0.0061265649273991585,-0.028827887028455734
218,0.00011966208694502711,6.0770395066356286e-05,6.800000846851617e-06,6.91753348291968e-06,0.007098483853042126,-0.025415677577257156
219,0.00012286065611988306,6.268530705710873e-05,6.979913450777531e-06,7.135229679988697e-06,0.0057152207009494305,-0.02415931411087513
220,0.0001210955815622583,6.181993376230821e-05,6.8836061473120935e-06,7.016006748017389e-06,0.0064683761447668076,-0.02575511857867241
221,0.00012094544217688963,6.15721510257572e-05,6.874088740005391e-06,6.99508746038191e-06,0.006301738787442446,-0.023785198107361794
222,0.00012316391803324223,6.284235860221088e-05,7.002301572356373e-06,7.144996288843686e-06,0.004793379455804825,-0.021419310942292213
223,0.00012054311810061336,6.174255395308137e-05,6.8487720454868395e-06,7.023072612355463e-06,0.004817836452275515,-0.018621426075696945
224,0.00011549328337423503,5.929715553065762e-05,6.559633220604155e-06,6.7452506300469395e-06,0.0048082135617733,-0.013483034446835518
225,0.00011643391189863905,5.992305159452371e-05,6.618779934797203e-06,6.815638698753901e-06,0.004194505512714386,-0.010647736489772797
226,0.00011907676525879651,6.128039240138605e-05,6.767218110326212e-06,6.975838459766237e-06,0.003772672498598695,-0.015897398814558983
227,0.00012028749915771186,6.162143836263567e-05,6.840798050689045e-06,7.019162694632541e-06,0.0041708690114319324,-0.019360849633812904
228,0.0001239950070157647,6.357191887218505e-05,7.052221008052584e-06,7.250216185639147e-06,0.003449934534728527,-0.019194595515727997
229,0.00012183558283140883,6.246360862860456e-05,6.927352842467371e-06,7.126757736841682e-06,0.002825057366862893,-0.018325110897421837
230,0.00011881615500897169,6.109581590862945e-05,6.753446086804615e-06,6.973506970098242e-06,0.004309742711484432,-0.016619578003883362
231,0.00011981511488556862,6.157316965982318e-05,6.808893886045553e-06,7.021415513008833e-06,0.003954123239964247,-0.016668852418661118
232,0.00012085831258445978,6.195308378664777e-05,6.870012839499395e-06,7.060664756863844e-06,0.004959085490554571,-0.021883394569158554
233,0.00011843368702102453,6.0798367485404015e-05,6.733971076755552e-06,6.916663551237434e-06,0.0057373675517737865,-0.02088863216340542
234,0.00011730967526091263,6.0175218095537275e-05,6.6731827246258035e-06,6.834354280726984e-06,0.006278093438595533,-0.020261263474822044
235,0.00011560817074496299,5.916119334870018e-05,6.577193289558636e-06,6.7240061980555765e-06,0.0062718987464904785,-0.022085709497332573
236,0.00011729933612514287,5.9945952671114355e-05,6.67398126097396e-06,6.815965207351837e-06,0.005861411802470684,-0.0201423242688179
237,0.00012151584087405354,6.196247704792768e-05,6.913133802299853e-06,7.0425289777631406e-06,0.0037708557210862637,-0.019523143768310547
238,0.00012309566955082119,6.27850677119568e-05,6.999044671829324e-06,7.141164587665116e-06,0.0037866844795644283,-0.021442674100399017
239,0.00012379331747069955,6.331764598144218e-05,7.039090633043088e-06,7.208916031231638e-06,0.004204810597002506,-0.019844314083456993
240,0.00012157017044955865,6.22449442744255e-05,6.911384389240993e-06,7.085528523020912e-06,0.004719664808362722,-0.018609575927257538
241,0.00012163121573394164,6.231908628251404e-05,6.912321168783819e-06,7.0954956754576415e-06,0.006547416560351849,-0.019550317898392677
242,0.00011865211126860231,6.0984370065853e-05,6.740431672369596e-06,6.9514280767180026e-06,0.006811806000769138,-0.02035580947995186
243,0.0001158849336206913,5.9579226217465475e-05,6.5831272877403535e-06,6.79479035170516e-06,0.007619986776262522,-0.018608130514621735
244,0.00011695310968207195,6.006124021951109e-05,6.645919711445458e-06,6.847847544122487e-06,0.007299570366740227,-0.018620438873767853
245,0.00011499154788907617,5.88959373999387e-05,6.533547548315255e-06,6.705492069158936e-06,0.007162672467529774,-0.021113570779561996
246,0.00011693857231875882,6.003537782817148e-05,6.641299933107803e-06,6.822750492574414e-06,0.0066863130778074265,-0.020083848387002945
247,0.0001229247427545488,6.307416333584115e-05,6.981755632295972e-06,7.1717327045917045e-06,0.004430943168699741,-0.02110775001347065
248,0.00012541087926365435,6.432559166569263e-05,7.120382633729605e-06,7.320352779061068e-06,0.0039732251316308975,-0.021924372762441635
249,0.00012368752504698932,6.322553963400424e-05,7.01917724654777e-06,7.193622423073975e-06,0.004977739416062832,-0.02288571372628212
250,0.0001227324828505516,6.296023639151827e-05,6.969334208406508e-06,7.179769909271272e-06,0.00586540624499321,-0.020601212978363037
251,0.0001205344742629677,6.18250560364686e-05,6.849588316981681e-06,7.062876647978555e-06,0.004824136383831501,-0.01841307431459427
252,0.00012059641449013725,6.191653665155172e-05,6.8579724938899744e-06,7.068639206408989e-06,0.004055677447468042,-0.013028854504227638
253,0.0001189314280054532,6.120975012890995e-05,6.763316832802957e-06,6.9865832301729824e-06,0.003317780327051878,-0.011611975729465485
254,0.00011414349137339741,5.8773770433617756e-05,6.49266985419672e-06,6.703786766593112e-06,0.004855478648096323,-0.010481234639883041
255,0.0001139630185207352,5.8557776355883107e-05,6.48165087113739e-06,6.677057626802707e-06,0.004631294868886471,-0.009572532027959824
256,0.00011850234295707196,6.0737322201021016e-05,6.73766908221296e-06,6.931074949534377e-06,0.004515471868216991,-0.017682582139968872
257,0.00012167209933977574,6.232490704860538e-05,6.92007279212703e-06,7.110773367458023e-06,0.0035797900054603815,-0.020885583013296127
258,0.00012342637637630105,6.295729690464213e-05,7.01882345310878e-06,7.188139989011688e-06,0.002749987179413438,-0.020146355032920837
259,0.00012625525414478034,6.445297913160175e-05,7.180554803198902e-06,7.347734026552644e-06,0.004338916391134262,-0.02469063363969326
260,0.00012499684817157686,6.39162099105306e-05,7.106978046067525e-06,7.277567419805564e-06,0.004308645613491535,-0.021935414522886276
261,0.00012169427645858377,6.210018909769133e-05,6.9135498961259145e-06,7.076802376104752e-06,0.007332636509090662,-0.02381647378206253
262,0.00011843630636576563,6.0373386077117175e-05,6.722254056512611e-06,6.880255568830762e-06,0.006916283629834652,-0.018829647451639175
263,0.00011625984188867733,5.9571946621872485e-05,6.59932584312628e-06,6.790133738832083e-06,0.006416239310055971,-0.01603747345507145
264,0.00011595129035413265,5.965045056655072e-05,6.585108167200815e-06,6.809216756664682e-06,0.005295186303555965,-0.014591171406209469
265,0.0001169694951386191,6.031023076502606e-05,6.648307135037612e-06,6.878699423396029e-06,0.003910927567631006,-0.01139132957905531
266,0.00011715179425664246,6.038875653757714e-05,6.659121027041692e-06,6.886783012305386e-06,0.003291809232905507,-0.011741405352950096
267,0.00012177625467302278,6.289651355473325e-05,6.921974545548437e-06,7.175310202001128e-06,0.0017482617404311895,-0.010750971734523773
268,0.0001241242716787383,6.391136412275955e-05,7.052825367281912e-06,7.302187441382557e-06,-0.00022240349790081382,-0.01159851998090744
269,0.0001224467414431274,6.305584975052625e-05,6.9569960032822564e-06,7.196940714493394e-06,0.0006038177525624633,-0.011570845730602741
270,0.00012445216998457909,6.397685501724482e-05,7.07330309523968e-06,7.299224307644181e-06,0.002379316370934248,-0.01625680923461914
271,0.00012346757284831256,6.364387809298933e-05,7.0181731643970124e-06,7.26648477211711e-06,0.0028567900881171227,-0.01859421283006668
272,0.00011813466699095443,6.113388371886685e-05,6.712049071211368e-06,6.972349183342885e-06,0.004737744107842445,-0.015249278396368027
273,0.00011680831084959209,6.039632353349589e-05,6.636280431848718e-06,6.888147254358046e-06,0.0055659678764641285,-0.012737312354147434
274,0.000117115952889435,6.0117388784419745e-05,6.654496246483177e-06,6.859920176793821e-06,0.003539780154824257,-0.01158360205590725
275,0.00011655048001557589,5.974607847747393e-05,6.620155090786284e-06,6.811932507844176e-06,0.002109232824295759,-0.008715673349797726
276,0.00011810354772023857,6.058833241695538e-05,6.707234206260182e-06,6.912996468599886e-06,0.00021011233911849558,-0.0028303200379014015
277,0.00012110607349313796,6.205122190294787e-05,6.875294275232591e-06,7.086462119332282e-06,0.00019343255553394556,-0.00649182079359889
278,0.00012193432485219091,6.255495827645063e-05,6.918628059793264e-06,7.14532689016778e-06,0.0003683507675305009,-0.009992336854338646
279,0.00012423217413015664,6.38518831692636e-05,7.053362423903309e-06,7.284469575097319e-06,0.0008316596504300833,-0.009887412190437317
280,0.00012242280354257673,6.289906741585582e-05,6.953108822926879e-06,7.1757303885533474e-06,0.0011678985320031643,-0.012135431170463562
281,0.00012177048483863473,6.253955507418141e-05,6.918629424035316e-06,7.125011961761629e-06,0.003980042412877083,-0.013275585137307644
282,0.00011796975741162896,6.054472760297358e-05,6.695371666864958e-06,6.899129402881954e-06,0.004206076264381409,-0.013093368150293827
283,0.00011562604777282104,5.92119904467836e-05,6.56354450256913e-06,6.746503004251281e-06,0.006767365150153637,-0.016117054969072342
284,0.00011712299601640552,5.986860560369678e-05,6.653138825640781e-06,6.822374871262582e-06,0.0055384645238518715,-0.01727498695254326
285,0.0001194608339574188,6.106826185714453e-05,6.7870132625103e-06,6.955307526368415e-06,0.004589042626321316,-0.018154611811041832
286,0.0001200492843054235,6.141824269434437e-05,6.825716354796896e-06,7.007949989201734e-06,0.002661875681951642,-0.01319272629916668
287,0.00011940355761907995,6.1027720221318305e-05,6.789524832129246e-06,6.963727173570078e-06,0.00370644498616457,-0.014760734513401985
288,0.0001225067098857835,6.260970258153975e-05,6.967486569919856e-06,7.135526630008826e-06,0.005579219665378332,-0.021137837320566177
289,0.0001213745417771861,6.222420051926747e-05,6.899846539454302e-06,7.093583462847164e-06,0.004301648121327162,-0.019995447248220444
290,0.00012067258649040014,6.199267227202654e-05,6.857276275695767e-06,7.06435639585834e-06,0.004932726733386517,-0.016647176817059517
291,0.00012150755355833098,6.22992156422697e-05,6.90326714902767e-06,7.100888524291804e-06,0.005133056081831455,-0.018293647095561028
292,0.00011718513269443065,6.013781967340037e-05,6.6566249188326765e-06,6.852098522358574e-06,0.005234122276306152,-0.0152241550385952
293,0.00011498573439894244,5.8889818319585174e-05,6.52903599984711e-06,6.7111650423612446e-06,0.0056883348152041435,-0.013899698853492737
294,0.00011805131362052634,6.0418344219215214e-05,6.700706762785558e-06,6.895644673932111e-06,0.005235886666923761,-0.016278201714158058
295,0.00011907967564184219,6.092870535212569e-05,6.75961973684025e-06,6.953440333745675e-06,0.004091120790690184,-0.017043765634298325
296,0.00012278257054276764,6.256937922444195e-05,6.973324161663186e-06,7.137799457268557e-06,0.005069525446742773,-0.019995149224996567
297,0.00012545796926133335,6.412358197849244e-05,7.131882739486173e-06,7.312370144063607e-06,0.003934046253561974,-0.02072209119796753
298,0.00012484064791351557,6.38445490039885e-05,7.098672995198285e-06,7.275982170540374e-06,0.002818579785525799,-0.015938272699713707
299,0.00012343909475021064,6.296092760749161e-05,7.019304575806018e-06,7.1698746069159824e-06,0.0036995080299675465,-0.017109666019678116
300,0.00012202081416035071,6.248729914659634e-05,6.939142622286454e-06,7.107797046046471e-06,0.002770781982690096,-0.011612690053880215
301,0.00012224040983710438,6.289960583671927e-05,6.95156541041797e-06,7.155444563977653e-06,0.0030300673097372055,-0.009999047964811325
302,0.00011868755973409861,6.112461414886639e-05,6.752153240086045e-06,6.959945949347457e-06,0.0033405572175979614,-0.010625418275594711
303,0.00011389623250579461,5.862180842086673e-05,6.475396730820648e-06,6.670624316029716e-06,0.004983783699572086,-0.00922328606247902
304,0.00011611363152042031,5.982818402117118e-05,6.598947493330343e-06,6.814682365074987e-06,0.005819720681756735,-0.014411544427275658
305,0.00012049006909364834,6.20696009718813e-05,6.847979875601595e-06,7.06806031303131e-06,0.003518287558108568,-0.015567819587886333
306,0.00012206139945192263,6.279530498431996e-05,6.939225386304315e-06,7.15406804374652e-06,0.004463591147214174,-0.022651810199022293
307,0.0001245770836248994,6.411685899365693e-05,7.083130185492337e-06,7.320717031689128e-06,0.004644710570573807,-0.02372157759964466
308,0.0001255346433026716,6.459482392529026e-05,7.139535682654241e-06,7.368986189248972e-06,0.003492893185466528,-0.020222097635269165
309,0.00012362099369056523,6.364561704685912e-05,7.03134537616279e-06,7.2480820563214365e-06,0.0033565624617040157,-0.016525890678167343
310,0.00012212625006213784,6.305776332737878e-05,6.943132575543132e-06,7.188449217210291e-06,0.003833219176158309,-0.01534660067409277
311,0.00011951236228924245,6.169344123918563e-05,6.7929418037238065e-06,7.036067927401746e-06,0.003824923187494278,-0.013515998609364033
312,0.00011592484952416271,5.976876855129376e-05,6.5836197791213635e-06,6.818016117904335e-06,0.004166602622717619,-0.009717853739857674
313,0.00011185777839273214,5.759571649832651e-05,6.349692739604507e-06,6.566924184880918e-06,0.0056015788577497005,-0.013532283715903759
314,0.00011235139390919358,5.772570875706151e-05,6.379970727721229e-06,6.589194526895881e-06,0.005149872973561287,-0.014950692653656006
315,0.00011634742259047925,5.977285763947293e-05,6.610833224840462e-06,6.8220324465073645e-06,0.003716055303812027,-0.017563890665769577
316,0.00011964306031586602,6.158332689665258e-05,6.795620720367879e-06,7.034765076241456e-06,0.001795004354789853,-0.015511278994381428
317,0.00012308488658163697,6.316500366665423e-05,6.9898633228149265e-06,7.213168828457128e-06,0.002196326619014144,-0.01715022698044777
318,0.00012564013013616204,6.451980880228803e-05,7.134065981517779e-06,7.3562300713092554e-06,0.003003382124006748,-0.02034451812505722
319,0.00012520831660367548,6.469494837801903e-05,7.1120439315564e-06,7.3720666478038765e-06,0.004127200692892075,-0.02025752142071724
320,0.00012226440594531596,6.335680518532172e-05,6.946402208996005e-06,7.222510248539038e-06,0.004044095985591412,-0.01546323113143444
321,0.00011877453653141856,6.145326915429905e-05,6.754730293323519e-06,6.999468951107701e-06,0.005620416719466448,-0.016456516459584236
322,0.00011648496729321778,6.012761878082529e-05,6.627568382100435e-06,6.842290531494655e-06,0.006859032437205315,-0.01593230664730072
323,0.00011444669507909566,5.880003300262615e-05,6.506221780000487e-06,6.680227670585737e-06,0.006959408987313509,-0.016169417649507523
324,0.0001142039691330865,5.8507717767497525e-05,6.4852051764319185e-06,6.654698609054321e-06,0.0065314448438584805,-0.01599098928272724
325,0.00011491715849842876,5.880145181436092e-05,6.522816420329036e-06,6.690823738608742e-06,0.00457794638350606,-0.013546098954975605
326,0.00012029448407702148,6.145538645796478e-05,6.8308440859254915e-06,6.999413017183542e-06,0.004117343574762344,-0.017171606421470642
327,0.00012311672617215663,6.288748409133404e-05,6.994782324909465e-06,7.168143383751158e-06,0.002753238193690777,-0.019888486713171005
328,0.00012361023982521147,6.316542567219585e-05,7.024957085377537e-06,7.20079106031335e-06,0.003101967042312026,-0.018449513241648674
329,0.00012550911924336106,6.438476702896878e-05,7.134083261917112e-06,7.329983418458141e-06,0.002624128246679902,-0.017784561961889267
330,0.00012490501103457063,6.402492726920173e-05,7.103063126123743e-06,7.287351309059886e-06,0.002668252680450678,-0.01913655921816826
331,0.00011834122415166348,6.077998114051297e-05,6.731569101248169e-06,6.907379884069087e-06,0.0047126952558755875,-0.018932098522782326
332,0.00011569535854505375,5.9682024584617466e-05,6.5774679569585714e-06,6.778581337130163e-06,0.006367541383951902,-0.014481092803180218
333,0.00011659220763249323,6.011877121636644e-05,6.628925802942831e-06,6.830462552898098e-06,0.00693645142018795,-0.018458494916558266
334,0.0001162396656582132,5.985164534649812e-05,6.600637789233588e-06,6.796335128456121e-06,0.007130655460059643,-0.021739697083830833
335,0.00011648073268588632,5.997170592308976e-05,6.616549853788456e-06,6.8096801442152355e-06,0.005406254902482033,-0.018214911222457886
336,0.00011892018665093929,6.111524999141693e-05,6.7594296524475794e-06,6.945665518287569e-06,0.004855987150222063,-0.021902160719037056
337,0.00012248853454366326,6.29674395895563e-05,6.9626271397282835e-06,7.170173830672866e-06,0.0024487667251378298,-0.02059224806725979
338,0.00012322544353082776,6.353667413350195e-05,7.008130978647387e-06,7.2426000770065e-06,0.0009461069712415338,-0.017419181764125824
339,0.00012234269524924457,6.305949500529096e-05,6.9576044552377425e-06,7.194847057689913e-06,-0.0009614823502488434,-0.008943075314164162
340,0.00012054614489898086,6.21165891061537e-05,6.8582403400796466e-06,7.079818260535831e-06,-0.0016874090069904923,-0.0061631896533071995
341,0.00011716149310814217,6.050724914530292e-05,6.6673833316599485e-06,6.8932868089177646e-06,-0.0014528243336826563,-0.0015934155089780688
342,0.00011172780068591237,5.776900434284471e-05,6.357724487315863e-06,6.580231001862558e-06,0.003709695767611265,-0.00986549910157919
343,0.00011072614142904058,5.736447928939015e-05,6.300967925199075e-06,6.538555226143217e-06,0.006886991206556559,-0.01124432310461998
344,0.00010772604582598433,5.564475213759579e-05,6.131382178864442e-06,6.341111657093279e-06,0.009180337190628052,-0.0174819715321064
345,0.00010070204734802246,5.188688373891637e-05,5.729558779421495e-06,5.910589152335888e-06,0.01466215867549181,-0.01964874006807804
346,9.54150382312946e-05,4.919825369142927e-05,5.428521035355516e-06,5.604300440609222e-06,0.018889039754867554,-0.018909651786088943
347,8.82511303643696e-05,4.5680691982852295e-05,5.023987796448637e-06,5.197989594307728e-06,0.022024376317858696,-0.013406213372945786
348,7.180993270594627e-05,3.73213151760865e-05,4.086218268639641e-06,4.247981905791676e-06,0.026737893000245094,-0.002352533396333456
349,4.250517667969689e-05,2.214883716078475e-05,2.416200004518032e-06,2.523541525079054e-06,0.03417458385229111,0.013111535459756851
